id,species,height,dbh,lat,lng,condition
13852,Deciduous,15,10.16,52.301375,4.973967,good
13859,Deciduous,18,12.7,52.307365,4.983969,excellent
13913,Deciduous,9,7.62,52.302149,4.973431,fair
13914,Deciduous,15,10.16,52.302104,4.973469,good
13919,Deciduous,18,12.7,52.309004,4.982266,excellent
13921,Deciduous,18,12.7,52.309182,4.981785,fair
13924,Deciduous,15,10.16,52.308947,4.981899,good
13927,Deciduous,18,12.7,52.308993,4.981702,excellent
13929,Deciduous,6,2.54,52.309185,4.981613,fair
13930,Deciduous,18,12.7,52.309066,4.981446,good
13951,Deciduous,6,7.62,52.294621,4.979895,excellent
13964,Deciduous,18,12.7,52.303101,4.972768,fair
13967,Deciduous,15,10.16,52.303195,4.971389,good
13968,Deciduous,18,12.7,52.303242,4.971317,excellent
13970,Deciduous,15,10.16,52.302639,4.971638,fair
13971,Deciduous,15,10.16,52.30266,4.971684,good
13972,Deciduous,18,12.7,52.303447,4.973109,excellent
13979,Deciduous,15,10.16,52.309166,4.981523,fair
13980,Deciduous,18,12.7,52.309134,4.981394,good
13981,Deciduous,24,17.78,52.309136,4.981307,excellent
13985,Deciduous,9,7.62,52.308631,4.981431,fair
13986,Deciduous,18,12.7,52.308567,4.981475,good
13987,Deciduous,18,12.7,52.308519,4.981512,excellent
14012,Deciduous,9,5.08,52.32177,4.958339,fair
14017,Deciduous,9,7.62,52.321765,4.958399,good
14019,Deciduous,9,7.62,52.32177,4.958521,excellent
14022,Deciduous,9,7.62,52.321665,4.9584,fair
14038,Deciduous,9,5.08,52.319275,4.988463,good
14060,Deciduous,15,10.16,52.299876,4.964657,excellent
14061,Deciduous,15,10.16,52.299831,4.964593,fair
14067,Deciduous,15,10.16,52.298542,4.96088,good
14068,Deciduous,15,10.16,52.298596,4.961129,excellent
14069,Deciduous,9,7.62,52.32163,4.958227,fair
14072,Deciduous,18,12.7,52.321673,4.958582,good
14074,Deciduous,9,7.62,52.321521,4.958611,excellent
14083,Deciduous,18,12.7,52.321583,4.958391,fair
14093,Deciduous,9,5.08,52.318206,4.987656,good
14094,Deciduous,9,7.62,52.318186,4.987605,excellent
14095,Deciduous,9,7.62,52.318921,4.987004,fair
14108,Deciduous,9,7.62,52.298713,4.961323,good
14109,Deciduous,15,10.16,52.298915,4.962076,excellent
14111,Deciduous,15,10.16,52.300032,4.959149,fair
14118,Deciduous,9,5.08,52.302555,4.958284,good
14125,Deciduous,9,7.62,52.321397,4.958526,excellent
14127,Deciduous,9,7.62,52.321381,4.958636,fair
14128,Deciduous,9,7.62,52.321324,4.95859,good
14134,Deciduous,9,7.62,52.321369,4.958784,excellent
14135,Deciduous,9,7.62,52.321267,4.958737,fair
14137,Deciduous,9,7.62,52.321321,4.958767,good
14185,Deciduous,15,10.16,52.303249,4.963419,excellent
14186,Deciduous,6,2.54,52.30464,4.968917,fair
14204,Deciduous,15,10.16,52.31666,4.987649,good
14205,Deciduous,18,12.7,52.31665,4.987596,excellent
